          copy: 1000 : 1 : sys		       0.000000	       0.000000	       0.000000	
          copy: 1000 : 1 : lib		       0.000000	       0.000000	       0.000000	
          sort: 1000 : 1 : sys		       0.550000	       0.290000	       0.250000	
          sort: 1000 : 1 : lib		       0.310000	       0.180000	       0.110000	
            generate: 1000 : 4		       0.000000	       0.000000	       0.000000	
          copy: 1000 : 4 : sys		       0.000000	       0.000000	       0.000000	
          copy: 1000 : 4 : lib		       0.000000	       0.000000	       0.000000	
          sort: 1000 : 4 : sys		       0.550000	       0.310000	       0.220000	
          sort: 1000 : 4 : lib		       0.300000	       0.200000	       0.090000	
          generate: 1000 : 512		       0.010000	       0.000000	       0.000000	
        copy: 1000 : 512 : sys		       0.000000	       0.000000	       0.000000	
        copy: 1000 : 512 : lib		       0.000000	       0.000000	       0.000000	
        sort: 1000 : 512 : sys		       0.570000	       0.300000	       0.260000	
        sort: 1000 : 512 : lib		       0.360000	       0.210000	       0.140000	
         generate: 1000 : 1024		       0.010000	       0.010000	       0.000000	
       copy: 1000 : 1024 : sys		       0.000000	       0.000000	       0.000000	
       copy: 1000 : 1024 : lib		       0.010000	       0.000000	       0.000000	
       sort: 1000 : 1024 : sys		       0.570000	       0.270000	       0.290000	
       sort: 1000 : 1024 : lib		       0.420000	       0.250000	       0.150000	
         generate: 1000 : 4096		       0.040000	       0.010000	       0.010000	
       copy: 1000 : 4096 : sys		       0.000000	       0.000000	       0.000000	
       copy: 1000 : 4096 : lib		       0.020000	       0.000000	       0.000000	
       sort: 1000 : 4096 : sys		       0.680000	       0.290000	       0.370000	
       sort: 1000 : 4096 : lib		       0.780000	       0.450000	       0.330000	
         generate: 1000 : 8192		       0.070000	       0.030000	       0.040000	
       copy: 1000 : 8192 : sys		       0.040000	       0.000000	       0.000000	
       copy: 1000 : 8192 : lib		       0.020000	       0.010000	       0.000000	
       sort: 1000 : 8192 : sys		       0.950000	       0.310000	       0.640000	
       sort: 1000 : 8192 : lib		       1.350000	       0.560000	       0.780000	
            generate: 5000 : 1		       0.000000	       0.000000	       0.000000	
          copy: 5000 : 1 : sys		       0.020000	       0.000000	       0.010000	
          copy: 5000 : 1 : lib		       0.000000	       0.000000	       0.000000	
          sort: 5000 : 1 : sys		      12.890000	       7.090000	       5.790000	
          sort: 5000 : 1 : lib		       6.320000	       4.320000	       1.990000	
            generate: 5000 : 4		       0.000000	       0.000000	       0.000000	
          copy: 5000 : 4 : sys		       0.010000	       0.000000	       0.000000	
          copy: 5000 : 4 : lib		       0.000000	       0.000000	       0.000000	
          sort: 5000 : 4 : sys		      12.910000	       7.320000	       5.580000	
          sort: 5000 : 4 : lib		       6.260000	       4.300000	       1.950000	
          generate: 5000 : 512		       0.020000	       0.010000	       0.000000	
        copy: 5000 : 512 : sys		       0.010000	       0.000000	       0.000000	
        copy: 5000 : 512 : lib		       0.010000	       0.000000	       0.000000	
        sort: 5000 : 512 : sys		      13.420000	       7.390000	       6.010000	
        sort: 5000 : 512 : lib		       7.620000	       4.810000	       2.800000	
         generate: 5000 : 1024		       0.060000	       0.020000	       0.020000	
       copy: 5000 : 1024 : sys		       0.010000	       0.000000	       0.010000	
       copy: 5000 : 1024 : lib		       0.020000	       0.000000	       0.010000	
       sort: 5000 : 1024 : sys		      13.880000	       7.430000	       6.430000	
       sort: 5000 : 1024 : lib		       9.230000	       5.410000	       3.810000	
         generate: 5000 : 4096		       0.220000	       0.060000	       0.120000	
       copy: 5000 : 4096 : sys		       0.050000	       0.000000	       0.030000	
       copy: 5000 : 4096 : lib		       0.060000	       0.000000	       0.020000	
       sort: 5000 : 4096 : sys		      19.070000	       7.430000	      11.620000	
       sort: 5000 : 4096 : lib		      20.690000	       9.080000	      11.600000	
         generate: 5000 : 8192		       0.460000	       0.170000	       0.210000	
       copy: 5000 : 8192 : sys		       0.100000	       0.000000	       0.040000	
       copy: 5000 : 8192 : lib		       0.140000	       0.010000	       0.040000	
       sort: 5000 : 8192 : sys		      25.320000	       7.360000	      17.950000	
       sort: 5000 : 8192 : lib		      34.150000	      12.960000	      21.170000	
